slug,brand_name,total_reports,flag_reason
meijer-extra-strength-wintergreen-flavor,MEIJER EXTRA STRENGTH WINTERGREEN FLAVOR,45825,"retail phrase: ""extra strength"" | long name: 5 words"
mgc-health-calcium-carbonate-antacid-assorted-berries,MGC HEALTH CALCIUM CARBONATE ANTACID ASSORTED BERRIES,45825,"symptom word: ""antacid"" | long name: 7 words"
dg-health-ultra-strength-assorted-fruit-antacid,DG HEALTH ULTRA STRENGTH ASSORTED FRUIT ANTACID,45825,"symptom word: ""antacid"" | long name: 7 words"
mgc-health-calcium-carbonate-antacid-tropical-fruit,MGC HEALTH CALCIUM CARBONATE ANTACID TROPICAL FRUIT,45825,"symptom word: ""antacid"" | long name: 7 words"
mgc-health-antacid-soft-chews-cherry-flavor,MGC HEALTH ANTACID SOFT CHEWS CHERRY FLAVOR,45825,"symptom word: ""antacid"" | long name: 7 words"
careone-extra-strength-assorted-fruits,CAREONE EXTRA STRENGTH ASSORTED FRUITS,45825,"retail phrase: ""extra strength"" | long name: 5 words"
careone-regular-strength-calcium-antacid,CAREONE REGULAR STRENGTH CALCIUM ANTACID,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 5 words"
childrens-tummy-relief,CHILDRENS TUMMY RELIEF,45825,"symptom word: ""relief"" | retail phrase: ""childrens"""
childrens-stomach-relief-antacid,CHILDRENS STOMACH RELIEF ANTACID,45825,"symptom word: ""relief"" | retail phrase: ""childrens"""
childrens-stomach-relief,CHILDRENS STOMACH RELIEF,45825,"symptom word: ""relief"" | retail phrase: ""childrens"""
alkums-antacid,ALKUMS ANTACID,45825,"symptom word: ""antacid"""
amazon-basics-cherry-antacid-sc,AMAZON BASICS CHERRY ANTACID SC,45825,"symptom word: ""antacid"" | long name: 5 words"
equaline-regular-strength-antacid-peppermint,EQUALINE REGULAR STRENGTH ANTACID PEPPERMINT,45825,"symptom word: ""antacid"" | retail phrase: ""regular strength"" | long name: 5 words"
assorted-fruit-antacid-chews,ASSORTED FRUIT ANTACID CHEWS,45825,"symptom word: ""antacid"""
cherry-antacid,CHERRY ANTACID,45825,"symptom word: ""antacid"" | all generic words"
equ-ultra-strength-antacid-assorted-fruit-171af,EQU ULTRA STRENGTH ANTACID ASSORTED FRUIT 171AF,45825,"symptom word: ""antacid"" | long name: 7 words"
mens-rogaine-extra-strength-unscented,MENS ROGAINE EXTRA STRENGTH UNSCENTED,32598,"retail phrase: ""extra strength"" | long name: 5 words"
minoxidil-extra-strength-for-men,MINOXIDIL EXTRA STRENGTH FOR MEN,32263,"retail phrase: ""extra strength"" | long name: 5 words"
hair-regrowth-treatment-extra-strength-for-men,HAIR REGROWTH TREATMENT EXTRA STRENGTH FOR MEN,32258,"retail phrase: ""extra strength"" | long name: 7 words"
hair-regrowth-treatment-for-men,HAIR REGROWTH TREATMENT FOR MEN,32255,long name: 5 words
womens-minoxidil-hair-growth-system,WOMENS MINOXIDIL HAIR GROWTH SYSTEM,32254,long name: 5 words
minoxidil-5-percent-for-women,MINOXIDIL 5 PERCENT (FOR WOMEN),32254,long name: 5 words
good-sense-hair-regrowth-treatment,GOOD SENSE HAIR REGROWTH TREATMENT,32254,long name: 5 words
growell-womens-hair-regrowth-treatment-2-minoxidil,GROWELL WOMENS HAIR REGROWTH TREATMENT 2 MINOXIDIL,32253,long name: 7 words
hair-regen-hair-growth-treatment,HAIR REGEN HAIR GROWTH TREATMENT,32253,long name: 5 words
opusmeds-extra-strength-minoxidil,OPUSMEDS EXTRA STRENGTH MINOXIDIL,32253,"retail phrase: ""extra strength"""
happy-head-mens-extra-strength-minoxidil,HAPPY HEAD MENS EXTRA STRENGTH MINOXIDIL,32253,"retail phrase: ""extra strength"" | long name: 6 words"
stafenit-hair-regrowth-treatment-topical-minoxidil,STAFENIT HAIR REGROWTH TREATMENT TOPICAL MINOXIDIL,32253,long name: 6 words
up-and-up-hair-regrowth-treatment-for-men,UP AND UP HAIR REGROWTH TREATMENT FOR MEN,32253,long name: 8 words
happy-head-womens-hair-regrowth-treatment,HAPPY HEAD WOMENS HAIR REGROWTH TREATMENT,32253,long name: 6 words
tomum-hair-growth-treatment-for-men-minoxidil-unscented,TOMUM HAIR GROWTH TREATMENT FOR MEN MINOXIDIL UNSCENTED,32253,long name: 8 words
mens-extra-strength-minoxidil-hair-growth-treatment,MENS EXTRA STRENGTH MINOXIDIL HAIR GROWTH TREATMENT,32253,"retail phrase: ""extra strength"" | long name: 7 words"
elevate-hair-regrowth-treatment-5,ELEVATE HAIR REGROWTH TREATMENT 5,32253,long name: 5 words
members-mark-hair-regrowth-treatment,MEMBERS MARK HAIR REGROWTH TREATMENT,32253,long name: 5 words
regenivade-hair-growth-foam,REGENIVADE HAIR GROWTH FOAM,32253,"form word: ""foam"""
probliva-mens-extra-strength-minoxidil,PROBLIVA MENS EXTRA STRENGTH MINOXIDIL,32253,"retail phrase: ""extra strength"" | long name: 5 words"
womens-minogrow-hair-regrowth-treatment-minoxidil,WOMENS MINOGROW HAIR REGROWTH TREATMENT MINOXIDIL,32253,long name: 6 words
dr-bosley-minoxidil-for-men-hair-regrowth-treatment,DR. BOSLEY MINOXIDIL (FOR MEN) HAIR REGROWTH TREATMENT,32253,long name: 8 words
signature-care-hair-regrowth-treatment,SIGNATURE CARE HAIR REGROWTH TREATMENT,32253,long name: 5 words
basic-care-hair-regrowth-treatment,BASIC CARE HAIR REGROWTH TREATMENT,32253,long name: 5 words
intelligent-mens-minoxidil-extra-strength-5-minoxidil,INTELLIGENT MENS MINOXIDIL EXTRA STRENGTH 5 MINOXIDIL,32253,"retail phrase: ""extra strength"" | long name: 7 words"
growell-mens-hair-regrowth-treatment-5-minoxidil,GROWELL MENS HAIR REGROWTH TREATMENT 5 MINOXIDIL,32253,long name: 7 words
hair-beardgrowth-foam,HAIR BEARDGROWTH FOAM,32253,"form word: ""foam"""
aromatica-hair-tratamiento-romero-con-minoxidil,AROMATICA HAIR TRATAMIENTO ROMERO CON MINOXIDIL,32253,long name: 6 words
aromatica-hair-leave-in-romero-con-minoxidil,AROMATICA HAIR LEAVE IN ROMERO CON MINOXIDIL,32253,long name: 7 words
hair-growth-foam,HAIR GROWTH FOAM,32253,"form word: ""foam"""
aromatica-hair-gota-de-brillo-romero-con-minoxidil,AROMATICA HAIR GOTA DE BRILLO ROMERO CON MINOXIDIL,32253,long name: 8 words
keranique-hair-regrowth-treatment-for-women,KERANIQUE HAIR REGROWTH TREATMENT FOR WOMEN,32253,long name: 6 words
hairfx-hair-growth-foam,HAIRFX HAIR GROWTH FOAM,32253,"form word: ""foam"""
esalon-hair-regrowth-treatment-womens-minoxidil,ESALON HAIR REGROWTH TREATMENT WOMENS MINOXIDIL,32253,long name: 6 words
signature-care-hair-regrowth-treatment-for-men,SIGNATURE CARE HAIR REGROWTH TREATMENT FOR MEN,32253,long name: 7 words
fete-health-hair-regrowth-treatment-for-women,FETE HEALTH HAIR REGROWTH TREATMENT FOR WOMEN,32253,long name: 7 words
up-and-up-hair-regrowth-treatment-for-women,UP AND UP HAIR REGROWTH TREATMENT FOR WOMEN,32253,long name: 8 words
hair-growth-serum-roll-on,HAIR GROWTH SERUM ROLL-ON,32253,long name: 5 words
mens-rogaine-minoxidil-unscented-formula,MENS ROGAINE MINOXIDIL UNSCENTED FORMULA,32253,long name: 5 words
aromatica-hair-acondicionador-romero-con-minoxidil,AROMATICA HAIR ACONDICIONADOR ROMERO CON MINOXIDIL,32253,long name: 6 words
regrowthx-hair-regrowth-treatment-minoxidil,REGROWTHX HAIR REGROWTH TREATMENT MINOXIDIL,32253,long name: 5 words
mens-jivexa-extra-strength-minoxidil,MENS JIVEXA EXTRA STRENGTH MINOXIDIL,32253,"retail phrase: ""extra strength"" | long name: 5 words"
tagoqhia-minoxidil-hair-thickening-serum,TAGOQHIA MINOXIDIL HAIR THICKENING SERUM,32253,long name: 5 words
imodium-multi-symptom-relief,IMODIUM MULTI-SYMPTOM RELIEF,31487,"symptom word: ""relief"""
stye-eye-relief-serum,STYE EYE RELIEF SERUM,30796,"symptom word: ""relief"""
ascorbic-acid,ASCORBIC ACID,22825,"symptom word: ""acid"""
childrens-dye-free-allergy-relief,CHILDRENS DYE FREE ALLERGY RELIEF,16218,"symptom word: ""allergy"" | retail phrase: ""childrens"" | long name: 5 words"
abreva-rapid-pain-relief,ABREVA RAPID PAIN RELIEF,13890,"symptom word: ""pain"""
heparin-sodium-in-sodium-chloride,HEPARIN SODIUM IN SODIUM CHLORIDE,13210,long name: 5 words
calcium-gluconate-in-sodium-chloride,CALCIUM GLUCONATE IN SODIUM CHLORIDE,11778,long name: 5 words
curist-acne-relief,CURIST ACNE RELIEF,5024,"symptom word: ""relief"""
